,AAo_max_area,AAo_min_area,AAo_distensibility,DAo_max_area,DAo_min_area,DAo_distensibility,LAEF,RAEF,Ell_Global,Ecc_Global,Err_Global,LVEF,LVCO,RVEF,WT_Global,WT_Max_Global,age_at_MRI,Sex,Weight_at_MRI,Height,BMI,BSA,SBP_at_MRI,circum_PDSR,longit_PDSR,radial_PDSR,LVEDVi,LVESVi,LVMi,RVEDVi,RVESVi,RVSVi,LVSVi,RAV_mini,RAV_maxi,LASVi,LAV_mini,LAV_maxi,RASVi,chol_p30690_i0,creat_p30700_i0,HbA1c_p30750_i0,HDL_p30760_i0,LDL_p30780_i0
LVMi,0.4005772391664222,0.37550919412510014,-0.009527628940485438,0.5137434539765574,0.4806504041988591,-0.007078890469409829,-0.146053303494412,-0.1889653168104881,0.21865228069423667,0.31444117768357155,-0.24303052834724445,-0.2773795308362255,0.4127907411775085,-0.25221173223602444,0.7689893320839282,0.6137132805921012,-0.0019379368392507693,0.6128434325511527,0.3320129543224774,0.48167375527329576,0.0831544210292983,0.3996526844388723,0.1039716214090845,-0.18212438033346606,-0.0946509534291067,0.10703134001992647,0.6943875630374511,0.6360589585278559,1.0,0.6136031707067361,0.5828031565388668,0.44384724697455846,0.5005269256223256,0.3140874121518184,0.2918988765816224,0.20646393690481016,0.2337293625153194,0.26770892209288805,0.14274400249371813,-0.09176109477619042,0.34151687110379975,0.019458514478340887,-0.2530259617558919,-0.03210419595862298
RVEDVi,0.26365206957627235,0.22354145340828963,0.11135371645751417,0.35465774132727707,0.29516378431544144,0.1346272050416237,-0.04449520331509236,-0.15002938011085848,0.03929673175884777,0.20414537757775209,-0.16500107344781745,-0.16409296622857353,0.32256186252069596,-0.21637605565401544,0.22183362710733742,0.1502561432341986,-0.1455238075397845,0.4257793553787771,0.09780049855920965,0.3999303934278274,-0.14141296376520682,0.1817730771379091,-0.02176061216904521,0.13755320918166444,0.17654722434270845,-0.19807873151007516,0.7996968618264809,0.6243064777220361,0.6136031707067361,1.0,0.8448927496604864,0.832114865912649,0.6881165550521916,0.4870600327368162,0.5446390279116918,0.3694811719130317,0.20829546352925918,0.33171961967102576,0.40403694851559885,-0.10154209433229085,0.21267363804078823,-0.11130023801970788,-0.07328114372489121,-0.07753018276934633
RVESVi,0.2851023045125872,0.252728360878842,0.11121479039822921,0.3687624590255306,0.3269684816553182,0.12084363889014924,-0.16562873756730834,-0.22972804259196455,0.2362093933468892,0.4561612072300285,-0.4090389934494259,-0.4345907386718729,0.1709307010569008,-0.6935475783508721,0.29925587099138273,0.21500537187923857,-0.11893646511873367,0.48102490909454537,0.18097296983775538,0.4390239696609188,-0.06697156848356434,0.2616154209982145,-0.0017959810348178297,-0.05620618773966368,0.014050572018082698,0.01498390277147712,0.6735185428789947,0.6957374699605574,0.5828031565388668,0.8448927496604864,1.0,0.4063706785197949,0.40416581613662617,0.4951940565775262,0.49454619486057544,0.1378517080869878,0.22789583833532512,0.22916080416477935,0.29323870042005384,-0.11386273021132078,0.2633838207812036,-0.06795129340679487,-0.143064015441376,-0.07320595783931219
RVSVi,0.15475197489880205,0.11980440167760474,0.07489635676223219,0.22346015940895755,0.1651708447114933,0.10466622343114006,0.09571724525636843,-0.01808658988347737,-0.1777722968589263,-0.12423743747762218,0.1422440746181211,0.1702863400491279,0.37374322063015347,0.34946095201239774,0.06864929441175617,0.03373784418639293,-0.12525566312210268,0.22855108319882125,-0.020576476905215788,0.22794436489903117,-0.1721095889182393,0.039247304443994324,-0.03530679390581511,0.29322341160143717,0.28698816023821844,-0.35386737721179035,0.6676578133165314,0.34504281744885174,0.44384724697455846,0.832114865912649,0.4063706785197949,1.0,0.756326442328336,0.31853257342298885,0.41755328370448197,0.48818005306662154,0.11950860841577672,0.3290143800110194,0.3861038062506017,-0.055392192784061635,0.09019428374079548,-0.11965928516794529,0.023154555878437365,-0.0565298198791783
LVSVi,0.18630803151330225,0.1447697554600081,0.0826644844705963,0.23436214830625063,0.1678653758322021,0.11591585380109659,0.065411648624526,0.014444455739082443,-0.20055031227542708,-0.10425785893090919,0.09866787279302941,0.34665287318800153,0.5258746499777331,0.16993735249678718,0.006972366890713457,0.030858208137149786,-0.14089611115092412,0.1775482406451665,-0.0410138311849447,0.18910820544908372,-0.17128461025038327,0.01183315954111625,-0.050220532140561075,0.28330207920174966,0.3135944307614922,-0.335278410090309,0.8135475798730428,0.3444631675586413,0.5005269256223256,0.6881165550521916,0.40416581613662617,0.756326442328336,1.0,0.26559496180988046,0.3691840311684899,0.5430986024309199,0.1775341861473476,0.397314455259441,0.36369106406613505,-0.060995951502611494,0.05507236265875725,-0.1193497919265899,0.04305844305798049,-0.06532519288471546
RAV_mini,0.15222054311415575,0.14120577945453644,0.039922845914714816,0.18740053341044913,0.17304180361989904,0.04674079719227208,-0.3238976452054762,-0.6008845534056533,0.18182701108885424,0.2247763217131069,-0.22637786301676804,-0.21671071204570314,0.011554687811829395,-0.25496164827475204,0.11310345331340922,0.08059705286652083,0.05198781464581418,0.26528308093460484,-0.029448761460071516,0.2709511947547824,-0.21136003164990436,0.041300727154986554,-0.039391403725734166,0.06205787721619616,0.08743300064327582,-0.06909005584313035,0.3999713726416563,0.3883800755165169,0.3140874121518184,0.4870600327368162,0.4951940565775262,0.31853257342298885,0.26559496180988046,1.0,0.8830477642989666,0.11637836873410048,0.41889327271838805,0.3524204695065184,0.3625041276909879,-0.06987177539902861,0.15072826433556438,-0.05783428989055293,0.015824531181568905,-0.06797129152443003
RAV_maxi,0.14692628275578035,0.13703582723017835,0.027265458385707028,0.16035817532639227,0.14390293652482167,0.04411905917187977,-0.17389270541610008,-0.19950856565089356,0.06941373658636292,0.132765922657125,-0.1098153506863444,-0.12089536712442363,0.07174288075262694,-0.17818149171906741,0.024343764108630327,0.022687450596058333,0.04174766537105741,0.18933847123646655,-0.11537901043784707,0.21192809811510813,-0.2767554294411462,-0.046148772704366334,-0.04761154048812583,0.109034861147716,0.12282890997756368,-0.12551724038271095,0.4474873511421732,0.3647175670612833,0.2918988765816224,0.5446390279116918,0.49454619486057544,0.41755328370448197,0.3691840311684899,0.8830477642989666,1.0,0.22060345452828303,0.32059125893777696,0.33576927994697414,0.7574719537945195,-0.06314211680253498,0.08630046687432816,-0.08667670095626424,0.08047614530904745,-0.07613995919087051
LASVi,0.022712741878045874,-0.015454915341240773,0.10073568672756424,0.07060739593857353,0.02109061703612393,0.08842063331344444,0.08045214026202308,0.09454883657884577,-0.2274612956668718,-0.13149534601100232,0.15729741737167263,0.155672517526705,0.2563251547792765,0.2339970641803288,-0.09149793783920396,-0.09388022444014271,-0.1508571863278913,-0.042921013683403994,-0.06382385016386825,-0.04262461899095313,-0.04938061445365493,-0.06391594306198843,-0.03029883667880448,0.2763507200506829,0.3088975958384854,-0.30652453955176406,0.46176355263795865,0.2192479128793429,0.20646393690481016,0.3694811719130317,0.1378517080869878,0.48818005306662154,0.5430986024309199,0.11637836873410048,0.22060345452828303,1.0,0.3622326745276116,0.7563722222515412,0.27620505010200697,-0.024913291197732248,-0.07675266554952594,-0.08559623733659513,0.07905254190231684,-0.04149697525450137
LAV_mini,0.09465967330125859,0.07530828147110011,0.034263100515257355,0.1505236566716477,0.13696835148548736,-0.001312180247388139,-0.8096732626240151,-0.2892476574389314,0.1921878552597818,0.17491277117016737,-0.1683585466232252,-0.17951712327398398,0.027925991267680982,-0.1416259264047743,0.12019473347549317,0.10797582006489297,0.09512402732644708,0.06006011405102551,0.06277770970045787,0.057385899988052665,0.036728318300588966,0.06519004492715484,-0.015017748013537682,0.048866332398019394,0.09464806279785544,-0.05306060111083033,0.2966934096869079,0.30697131335545635,0.2337293625153194,0.20829546352925918,0.22789583833532512,0.11950860841577672,0.1775341861473476,0.41889327271838805,0.32059125893777696,0.3622326745276116,1.0,0.8836999527224064,0.05391968473473807,-0.06211720186053604,0.03207855269544275,0.016237675047185395,-0.00934979154854323,-0.0616721505384807
LAV_maxi,0.07783762181350867,0.04509062017200292,0.07463089532599886,0.1410937160690999,0.10671541321202595,0.04347990913176694,-0.5278312834347705,-0.1555162439518598,0.02065632782801478,0.0567226830048636,-0.03916617412982068,-0.047813416240581164,0.1483139104629228,0.018110095083244657,0.03840659823816793,0.028634975108784332,-0.008995754787428593,0.020597129213294752,0.012007889775696825,0.018869242248504014,0.0009791550099639541,0.013654629472590414,-0.025754224812176832,0.17306598457579253,0.2215393843445434,-0.19116155858852485,0.4400976657127795,0.3255298445313005,0.26770892209288805,0.33171961967102576,0.22916080416477935,0.3290143800110194,0.397314455259441,0.3524204695065184,0.33576927994697414,0.7563722222515412,0.8836999527224064,1.0,0.17653932124036978,-0.05610435493588237,-0.016028981362974204,-0.031587174572785134,0.03313522505752971,-0.06411964092251898
RASVi,0.0800221624666023,0.07570374140654301,-0.0013923594546015928,0.057754722401074744,0.04505098199933095,0.02259328822327057,0.1052611804747601,0.43973390121490463,-0.11510376679580775,-0.04903912972863292,0.09684659623341846,0.06139384820446441,0.12640383763282895,0.0008391620094654058,-0.10900258044393857,-0.06706901380882428,0.010584145355973108,0.006959216259903723,-0.18816941500302795,0.04393520877069107,-0.255582776879855,-0.14910708950549706,-0.03975303265257219,0.13020373982566613,0.12229619396844331,-0.15315395457630748,0.3322543339267455,0.18400222662989438,0.14274400249371813,0.40403694851559885,0.29323870042005384,0.3861038062506017,0.36369106406613505,0.3625041276909879,0.7574719537945195,0.27620505010200697,0.05391968473473807,0.17653932124036978,1.0,-0.028192647959758694,-0.038303434764289865,-0.09167785735897314,0.13780660623438293,-0.056649526395362755
chol_p30690_i0,-0.05252803292131592,-0.040008737176290485,-0.06691906289961226,-0.06312211951311289,-0.05174407343325945,-0.05876095799061325,0.05450100728909021,0.040822934791364486,-0.05544675186865501,-0.07753805224337923,0.0826750089317298,0.07822299016750216,-0.0551081010231586,0.07906373911346481,-0.06469355502983115,-0.04236883471966548,0.09517004112002572,-0.12246638784751024,-0.08500104813476726,-0.1299073876480182,-0.018404112523219395,-0.1018301347601866,0.025288420843383126,-0.007716188475590606,-0.035105626293636845,0.0010063760076487425,-0.1084926577712573,-0.1160524055776778,-0.09176109477619042,-0.10154209433229085,-0.11386273021132078,-0.055392192784061635,-0.060995951502611494,-0.06987177539902861,-0.06314211680253498,-0.024913291197732248,-0.06211720186053604,-0.05610435493588237,-0.028192647959758694,1.0,-0.09311272240272342,-0.005091808871503503,0.27587154792697577,0.8880331981431839
creat_p30700_i0,0.2419869003406808,0.23175840919899554,0.012088416920617857,0.32449882873783215,0.32236010962240275,-0.01114978108103338,-0.06523085742986633,-0.17717705919518412,0.15018672632994395,0.20444203299405328,-0.2090368992504353,-0.16811023007079554,0.1761523889123228,-0.2063312808705858,0.4054122269710859,0.3094575533801216,0.09105593928100977,0.6137327742374524,0.3598639387700429,0.46486850453114137,0.12993529214007804,0.42121804774896915,0.05713457745101747,-0.15716276485989994,-0.10691622868600469,0.13343309091557518,0.15508486172641717,0.19701339536628595,0.34151687110379975,0.21267363804078823,0.2633838207812036,0.09019428374079548,0.05507236265875725,0.15072826433556438,0.08630046687432816,-0.07675266554952594,0.03207855269544275,-0.016028981362974204,-0.038303434764289865,-0.09311272240272342,1.0,0.030829144941624313,-0.28050161572566734,-0.02450435933739336
HbA1c_p30750_i0,0.028789203554680218,0.04362002236724409,-0.09210570032670597,0.047900103188431464,0.07138050970591865,-0.10573880197015859,-0.051610814151356724,-0.008506550127794119,0.032261337601645484,0.028111320866117485,0.008627729469261427,-0.02100624008026308,0.006552291263347607,-0.02311145134717842,0.1274868378661365,0.1261367507077328,0.20483464322705972,0.04914987104873128,0.11193672556429472,-0.004565579426442321,0.13844114939967297,0.09185276307471037,-0.0133501734887456,-0.12894109892831496,-0.11928000361399833,0.10999989203177396,-0.10437296484267868,-0.0528584063986951,0.019458514478340887,-0.11130023801970788,-0.06795129340679487,-0.11965928516794529,-0.1193497919265899,-0.05783428989055293,-0.08667670095626424,-0.08559623733659513,0.016237675047185395,-0.031587174572785134,-0.09167785735897314,-0.005091808871503503,0.030829144941624313,1.0,-0.10308041363176298,0.0065068733704969775
HDL_p30760_i0,-0.17562179131685138,-0.16019433391744492,-0.041183755270295,-0.26361487594578353,-0.2538595915355987,-0.013072782315983566,0.050869927804411866,0.09368363694672517,-0.10992527115947485,-0.18019879360335705,0.1702890076613272,0.13693096009136008,-0.19706889290997068,0.1679194049737993,-0.39112008261744147,-0.2979723878993407,0.03429280676075816,-0.4299225705047418,-0.43637618443787746,-0.3165189874468275,-0.32297440900513485,-0.4490191008574126,-0.06353638431449539,0.19366400136487305,0.12215469844649222,-0.15842997117123622,-0.03829543496866217,-0.10354793604653649,-0.2530259617558919,-0.07328114372489121,-0.143064015441376,0.023154555878437365,0.04305844305798049,0.015824531181568905,0.08047614530904745,0.07905254190231684,-0.00934979154854323,0.03313522505752971,0.13780660623438293,0.27587154792697577,-0.28050161572566734,-0.10308041363176298,1.0,0.05615320747305071
LDL_p30780_i0,-0.011504728851756296,-0.0032732287423313917,-0.05225988277168627,-0.0010695838537771692,0.0071716332337322195,-0.051036183997552324,0.04572793037399408,0.016349935951195754,-0.028204333220570973,-0.032392407985460066,0.037982807538380514,0.04349727178022775,-0.009216466827624684,0.035943430825395944,0.020712775386867652,0.020508395329090604,0.08316110405680209,-0.01884264145098322,0.01522381610274874,-0.05090830690585543,0.05214611886308073,0.003137748344195733,0.04057467925492113,-0.052037882565237836,-0.06307510705546927,0.03790571011422175,-0.0920430314809937,-0.08530046758073173,-0.03210419595862298,-0.07753018276934633,-0.07320595783931219,-0.0565298198791783,-0.06532519288471546,-0.06797129152443003,-0.07613995919087051,-0.04149697525450137,-0.0616721505384807,-0.06411964092251898,-0.056649526395362755,0.8880331981431839,-0.02450435933739336,0.0065068733704969775,0.05615320747305071,1.0
