AAo_max_area,AAo_min_area,AAo_distensibility,DAo_max_area,DAo_min_area,DAo_distensibility,LAEF,RAEF,Ell_Global,Ecc_Global,Err_Global,LVEF,LVCO,RVEF,WT_Global,WT_Max_Global,age_at_MRI,Sex,Weight_at_MRI,Height,BMI,BSA,circum_PDSR,longit_PDSR,radial_PDSR,LVEDVi,LVESVi,LVMi,RVEDVi,RVESVi,RVSVi,LVSVi,RAV_mini,RAV_maxi,LASVi,LAV_mini,LAV_maxi,RASVi,chol_p30690_i0,creat_p30700_i0,HbA1c_p30750_i0,HDL_p30760_i0,LDL_p30780_i0
0.6784562558038411,0.6606068340468844,-0.0010198568035853892,0.22884364403322435,0.2214758927319948,-0.0008803041772201197,-0.002684563936128624,-0.0030065338585147437,0.0006853200091595735,0.0024369770947849276,-0.0031825672936537765,-0.0036115362811275213,0.001338871560354577,-0.004371750139968612,0.0011773569108112566,0.002617979093271765,0.006626602879023534,0.0007430459302643194,0.02047956835618828,0.013024447929952679,0.003051107483741301,0.0003276012344406786,-0.0007670666523650938,-0.0004374118506302546,0.0013729933206662777,0.01459691173138564,0.00896231993182459,0.013189535603719832,0.015199858128673483,0.010108342765514883,0.005091512704261811,0.00563458921638458,0.005726491693202027,0.0077361463844847584,0.00025048116545378987,0.002934362081013826,0.003184838301252918,0.0020096705085351314,-0.0002000009806067868,0.013338448960069128,0.0007698792626606883,-0.0002610219150204906,-1.9738329524724527e-05
-0.24002108262765837,-0.21351283276784114,0.0004098080653087696,0.693889766957961,0.6390845658362925,-0.0004226806941891932,-0.007753812156933348,-0.008841991657412744,0.0024487284143535687,0.0056012910357914015,-0.009706997042798841,-0.007913005881118778,0.002265543219497317,-0.007081906828465179,0.0021901774748978417,0.003931029351626614,0.010641994053636023,0.001569819947485323,0.03968551654507558,0.02407567121301021,0.006297153812848775,0.0006299688150345799,-0.001131942150397981,-0.0005930330258371759,0.0021065761895980198,0.026959285113924862,0.01752204585264485,0.023502857088200137,0.02991854441843786,0.01871559432589294,0.011202952498738457,0.00943724824893847,0.009820270411901474,0.010070462731639184,0.0031227269684330474,0.008338862751099102,0.011461584823881507,0.00025017580417353185,-0.0003448657857145046,0.02657312743776431,0.001964821556214371,-0.0006253265723676307,6.0847873039533586e-05
0.36939763772845574,-0.39235860360030084,0.019659596359781272,0.12927140450328395,-0.2091515156075473,0.017479720845680228,-0.05209182083672367,-0.062090329172512775,0.0030781474445919976,0.020570438121842168,-0.061106579235519286,-0.030295155387172867,0.010015532163295142,-0.03390942363042388,0.002071786603207728,-0.0010535022225354844,-0.11036266528859813,0.004257844221567021,0.026907696890985315,0.08578573430917615,-0.016804698943587427,0.000818387574989146,0.007490192727684158,0.007102442475039737,-0.019237802289569502,0.36310498058914914,0.1745570631359403,0.13903810751591655,0.3991268983483374,0.20313011806783066,0.1959967841538845,0.1885479372760918,0.16626811484993717,0.2518753004211552,0.09355896826011623,0.09897585857535382,0.19253476150844046,0.08560726675790331,-0.004336041688547231,0.05941685213633826,-0.02710972265129861,-0.0003503112579166382,-0.0029142807773557987
-0.48920266440475807,0.500238322981467,-0.025103086552647848,-0.1266391014145876,0.09624476307879536,-0.01323851307334567,-0.055273681421160806,-0.0491914116410856,0.011206717093144095,0.016021725426723827,-0.017342319100341227,-0.027937916237753654,-0.004771548526897462,-0.01741730720967026,-0.00530178018060064,-0.00475619884294002,0.11006594552413003,-0.0008174204653006361,-0.31061839904520455,-0.029580193142924028,-0.09856183343745559,-0.003946463120298019,-0.00017569173436368578,-0.0016417943083875128,0.00041609383193246403,0.20527279627438638,0.11102140067313582,0.05756505238628169,0.23996457012967884,0.1221009254611356,0.11786364014562224,0.09425145692806026,0.21297676850425226,0.3455161852517187,0.03410217447205352,0.07807968162462425,0.11218183924468575,0.1325395212391901,0.000738873130650556,-0.05044749406919076,-0.0077094171613029065,0.0036204414076853393,-0.0012195061586321217
-0.07387790661121467,0.06605350986464785,-0.000577583874832897,-0.1261804429104379,0.06008541227688841,-0.0036263709800730334,-0.2927210151471912,-0.3086572550162343,0.0779590230038272,0.10522132819101213,-0.28053829609480313,-0.20488350253278076,-0.008266918105971974,-0.20656042605125408,0.016962691701976517,0.025838523073819144,0.02137444856878636,0.011732196408858439,0.37973322351705696,0.2114112735703122,0.06642179168354091,0.0058702060002148275,-0.014284829096190605,-0.008360020378561948,0.03884991405877509,-0.08102976130042866,0.13108416342827303,0.07227582532306184,-0.06838393564240491,0.1366477827612008,-0.20503174958777295,-0.21211408583723473,0.18703260855783596,0.05699343973194775,-0.12203239905865257,0.1494115885454244,0.027379275108229215,-0.13003951621832222,-0.005298733984647545,0.42295668685513843,0.032101928184736284,-0.00587839981438102,-0.0010086543460413892
0.15119656612170507,-0.1480035532374538,0.005099863282640236,-0.02443600426940153,0.07607870926529854,-0.006579048060213691,-0.39630586742009666,-0.1346525664788529,0.009916451609454247,-0.016493018836074878,0.033187105507648015,0.010285073552616188,-0.01980449829899277,0.02651565853705936,-0.008757990404986064,-0.012081521734663734,0.08619425683197494,-0.010812066497218666,-0.19303290983710178,-0.19380938716850732,-0.007902573519045573,-0.0035314574605608863,0.004489589752066166,0.0028837110301304066,-0.007270331217618799,-0.15038963215548418,-0.07107935631927939,-0.11714982252164004,-0.2780200952078244,-0.14533366101593503,-0.13268650961128686,-0.07931047623612036,0.16394006092427582,0.15495364976945566,0.08156262253175953,0.3709587988593283,0.45252147112191343,-0.008986335412521817,0.00228593936465724,-0.35255962669417923,0.011741471029381003,0.0038009617909348873,-0.00045227759007843697
0.19644460260309218,-0.204622796788303,0.013990645947461139,-0.08700054497515733,0.13354880566909158,-0.002147556002511086,0.17117292837171352,-0.05370096345223438,0.00040266648426440276,-0.021147420613404685,0.030066821915224032,0.020468181604173845,-0.021240962908132422,-0.050158160988533824,-0.007234311330633942,-0.012955342149249071,0.04677816960528725,0.0018661437344665865,-0.23312127805221144,0.026757305979965923,-0.08940881179472174,-0.0026870433362261525,0.0017929541019937637,-0.0011527025057741962,0.00023811477948043876,-0.2869226923369876,-0.14678692918098313,-0.13954246125266206,-0.05553492759495052,0.016216342860913776,-0.07175130643454772,-0.1401361332614042,0.31952593741196667,0.5323416297682032,-0.15293467784918635,-0.20588260411282758,-0.35881705422804244,0.21281653774671813,0.0011821446539393321,0.12015039365351443,-0.017698267369938868,0.0022068776248411453,1.414669852510254e-05
-0.07748568189486349,0.07603882313456206,-0.008887661210821973,0.006144583151796938,-0.037976618670950875,-0.005067462346236172,-0.021135776037714722,0.05101498625725468,-0.06880145593688033,-0.14046269837076622,0.359990697833836,0.28857852718307786,0.032668020868945644,0.24149639747889645,0.00917302151005104,0.018511931276744192,0.07488331159067765,0.00483796860595401,0.3457709072019103,0.10643271897596283,0.08771867388839268,0.004835136558854215,0.014353125448655992,0.00945248763614546,-0.046669353448979885,-0.16280844320136745,-0.30494094227906443,-0.01497601520130181,0.0175532208823432,-0.18887721627161688,0.2064303978974232,0.14213254729916466,0.07752199747734828,0.1810569401376358,0.13186146759376607,0.11166730360205396,0.2435289256745543,0.1035351397751473,-0.0003084666044571781,0.4268281093461477,0.018544729149741354,-0.002236856416567722,0.0007062950610814284
0.12677398884246696,-0.1309777998309148,0.0020333015662289257,-0.18270683295327847,0.21240904441152783,-0.02099001978813179,-0.04415152434169566,0.02567232642383687,0.015085014154304788,0.000728889472133464,-0.024165946202247032,0.001914044707693238,-0.015581258000849689,0.052632522272987536,-0.006991163532443302,-0.007601639236905398,0.15602049658978204,0.00412203010924603,-0.5471568118573626,-0.11036496622458196,-0.15702719511211838,-0.007222394807543284,5.54579680184424e-05,-0.002584727823454372,0.007590941019207609,0.11401531876969052,0.050722186044875946,0.04219502858196009,-0.053786548333412294,-0.06925986298730916,0.015473404938826676,0.06329339177455928,-0.14626363515682295,-0.24139852785523178,0.043969560928107734,0.058157858883089025,0.10212751562165923,-0.09513558864932793,0.00043181049889270306,0.6219551297003685,-0.0023260804144814248,0.0023679090837234397,-0.0008174425832773544
0.0881149050422326,-0.10369753296708048,-0.003669119776682969,-0.44586983202616165,0.45862157611814225,-0.04701997621584293,0.033198792418177345,0.5269360657580354,0.013690849269395858,0.05006034609741726,-0.03610574809934863,-0.08813218938227402,0.025876901332720793,-0.07419639540643502,0.006277716496074793,0.016073742578636314,0.09890099715065795,0.0010396516120307665,0.2639093277903082,0.039808193633741634,0.0783967151919392,0.0033868876828943703,-0.017660270624631026,-0.010845518981839273,0.036992961722875355,0.06381383853175644,0.10392018819728407,0.05276175796674702,0.03339239138682593,0.0761222637567177,-0.042729863102904254,-0.0401063768178616,-0.1769734930935565,0.10383393160862382,0.07044844266740975,0.05020896133908111,0.1206574511290427,0.28080868468329023,-0.0010426895799442656,-0.10385476418696654,0.04866097959912271,-0.0014370192328257664,-0.0002542576990491853
-0.08252655944303433,0.09273298730734889,0.004047130042764788,0.38333624524476956,-0.40239168991811114,0.042076181999148976,-0.030124340157276133,0.48830008247453605,0.004876017920853853,0.050076579952766036,-0.14103573162061597,-0.11934864594677,-0.02114683436403891,-0.12933666790907708,-0.007798283755886059,-0.016354638269869,-0.09431563236295876,-0.0034549132510973456,-0.08867253185472572,-0.09111366551052719,-0.0019366189307043456,-0.0015908946706447733,-0.00145539226010614,0.001491586386245476,0.010275826053859825,-0.023633998882266073,0.08686510225123661,-0.07163408452939174,-0.22460144063473492,0.006201224124495919,-0.23080277163406407,-0.11049924973673943,-0.118797560951009,0.18158592831728845,0.04423145232140119,0.07111866100514966,0.11535004740449162,0.3003852983558902,-0.0035278226830440813,0.2592159067580148,-0.03440868349710653,0.00046460143874844587,-0.0028148195122873134
0.003442726705286042,-0.0011565742109949603,0.0051111265370945985,0.04374167792389435,-0.04102846759794905,0.010147854117180076,-0.33146693890772455,0.15102306989151484,0.0066606301840070456,-0.05783154150091558,0.16025173596772,0.03995903398342091,-0.03443738335319593,-0.2283827745202106,0.0006998821283051094,0.001232092131927567,0.0473237555878641,-0.00045970172460968564,-0.10187634172850919,-0.08855991490572919,-0.00695457725318358,-0.0017156614714804958,0.013514594769208717,0.0036613751030265683,-0.0380521596265353,-0.3846144789212793,-0.21825496406159683,-0.1415988165312512,0.5027891437171944,0.4082360077244294,0.09455317434255066,-0.16636018749289788,-0.15649280648177202,-0.16651083711465886,-0.14321921398078521,0.10759908461127961,-0.035619819609428664,-0.01001781571969062,0.001168035461764162,0.006862170436048154,0.002549711104177001,-0.00019899172249829,0.0007580207848010501
-0.02402048674799639,0.028872182670487537,0.008145451634844035,-0.06465823416962234,0.08205133369612003,0.004635228384853564,0.5114848639472992,-0.16360310953092216,-0.04036318652618035,0.03835311102096406,-0.07249230568472977,-0.1284594461779703,-0.018055307032705487,-0.0967632136263941,-0.02185679636072561,-0.05346725534080735,-0.2807744867145289,-0.007118603660428917,0.031951143673338595,-0.2719993987460665,0.09487167420802987,-0.0011290270757058215,0.004600425192930509,0.006146768761893679,-0.009807016653273583,-0.18658130544084328,0.008969383055808619,-0.2789426891560589,0.1357575352230625,0.13907226752475216,-0.0033148518193213275,-0.19555180549855544,0.06326406378883133,-0.030480982523138023,0.39294983351553037,-0.04285659865035047,0.35009241032383137,-0.09374588766461524,0.0002885024898026361,0.09362362841670333,-0.09085855346189109,0.00042957460906521336,0.0003177638015467727
-0.022964603122457634,0.02646689756242248,0.017622206014370926,-0.05826889106237862,0.07469689770847701,0.018048753809911167,-0.07573968538295575,0.07970471495870844,0.032022375929403823,-0.0126111649254716,-0.21108712074711936,0.022289839949220222,0.015620120531562654,0.11062751084262851,-0.01783074506233349,-0.04410264398453561,-0.4343754135931012,0.007580098930500992,-0.1620843632951422,0.6738956389015723,-0.26929610401050036,0.0019358245035682308,0.010466650659251583,0.00553291619742119,0.005596406781490395,-0.11331903827649917,-0.09404143439697854,-0.19893442672330616,0.012034282034697617,-0.09285390239360783,0.104888344891276,-0.019278611835177963,-0.07139278980479033,-0.049253487747792445,0.043470557061003466,0.0595841967462132,0.1030548995924749,0.022139345153561512,-0.011053897402097085,-0.06838528904925482,-0.2527932193142567,0.0008980391385724239,-0.008265962365970436
