latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16
-0.1212798888976358,-0.16731542599201266,-0.12464949629850575,-0.1349546281677287,0.10239961571680477,0.04658710891975297,0.10909279703682695,-0.2317574852654515,-0.4177921865110412,-0.1382946710552281,0.5289001858984695,0.45430244430032196,0.20483869954854153,-0.003873561351233956,0.34651817133338664,-0.05854137645498869
-0.11640604513824487,-0.13141474948869653,-0.2851357253079225,0.07109517952064373,-0.08687166765712978,0.48286128216917373,-0.0023754152097443526,0.492099987991118,-0.1008507683000904,-0.4224864678109356,-0.0491200694676934,-0.23401050821645353,-0.03224440003950202,-0.2564028217562087,0.17967295224746435,-0.2346258178423605
-0.08955147051128631,-0.43011400354420903,-0.08924192488166308,0.04521348505172934,0.7771605881666818,-0.18415496118690217,-0.15696334276259713,-0.10404205242294635,0.18667797734053423,-0.06094230524148295,-0.04012275669890711,-0.2469702329888284,0.04786483360623747,-0.11958632465689825,0.0759864768271481,-0.009358907144358154
0.17769182022673463,0.05469438087424752,-0.4271878113768005,-0.013974925751967114,0.07037640807152502,0.08177124422022852,-0.39294384972491087,0.09882437344033106,-0.23620636135342737,0.07452286037516873,-0.05545904650565926,-0.104565012198791,-0.1211811427882965,0.617851240030193,0.18628019001881518,0.31694941729587045
-0.16281970559153372,-0.03085777556462771,0.47128854250000723,-0.317516047298667,0.0872688713459844,0.002913700078141526,0.000874152407023477,0.45948271840930455,-0.21501468336762686,0.31911763766801615,-0.07337914843928425,-0.17357402092954521,0.42586567967001965,0.11464160790102533,0.22202679163912886,0.058980843251254446
-0.24312537927528935,0.0380487392143249,0.06632340382345965,0.6137890835815338,-0.10929501787596599,-0.3147571945493909,-0.3131909943459567,0.05763900203934863,-0.2669203428918748,-0.15874141081908497,-0.28538731594106953,0.20205421532348625,0.2582014705813487,-0.16098821223176846,0.06825357784884603,0.17296611998810324
0.3726534203491795,0.43208596859352677,0.23823046258019412,0.1878332082427166,0.329368433533166,0.09719841616807108,-0.16829000939112754,0.23019622537569348,0.2974885181465219,-0.2585800718756453,0.19015965867707166,0.2714173425962288,0.17430660594638647,0.17161878602567493,0.0634256432959962,-0.23260136629774716
-0.22204377178865656,-0.24976348966990436,-0.1464391583787473,-0.16228153998389902,-0.024760013581053727,0.11752434772604037,0.20519782873740797,0.1720194710290766,0.45073290559850865,-0.16599210876762685,-0.2750202194175363,0.4933981287390177,0.2005002399950796,0.21525927296633163,-0.0818630212183164,0.3337414229996344
0.22143335289720595,0.14313335216140713,-0.07895545740127524,0.1536849339933812,0.16997558526979623,-0.3543573746443209,0.6951354061006326,0.24464256516900237,-0.14549985838946547,-0.10854563587045563,-0.08352023611119819,-0.05964984423266013,-0.20277084278306357,0.010459915425283975,0.2643730546989535,0.2202235007770919
-0.007048407636728525,0.280445083709398,-0.05735073200304808,-0.33042776878761343,-0.04779334097691472,-0.16629791690988127,-0.23349977414490472,0.08508913305174458,0.13276621782253667,-0.2608076680479356,0.32508292752491674,-0.1534335809384214,0.05018384704611109,-0.4005362378029963,-0.024327737857772806,0.5819965081200966
0.5408303319829054,-0.40617066859557255,0.2885421970809713,-0.09646693696843457,-0.290457846366461,-0.020166292433682176,-0.14387524557138143,-0.1815764894310218,0.10459700120857074,-0.20410802936201566,-0.20219592880998538,-0.006069295871143937,-0.014370352255620139,-0.0815998735240527,0.45330382604323316,0.0751855538432458
0.2592572110701791,0.08605915754053518,-0.33346795184400274,-0.367522785529894,-0.027308234357422856,-0.33278612836796384,0.01803515107139615,-0.05154994666245395,-0.19803360387002145,-0.23431080056041878,-0.2927231788172934,-0.0445831968909645,0.4554769818534285,-0.00032846192699288734,-0.2686978876140764,-0.3212153677381661
0.25773215768381463,-0.06105819189157313,-0.2910074386684007,0.3592989957345487,-0.12163286552084704,0.19018304601799144,0.1856566762074536,-0.0799060660375012,0.21063399556173207,0.3482468866035701,0.21766414976706394,-0.22395981136560125,0.5723833302260816,-0.09762614715390805,0.034805332344861155,0.15067913863680588
-0.05098698514393653,-0.3694757096679411,0.15282805123114274,0.15319047694608018,-0.2490083470403268,-0.3198341312485025,0.034687721294310116,0.19638178862804037,0.062054319833007396,-0.30723785510289375,0.4522725715765703,-0.24091104125172064,0.03279715705672343,0.40055849368480234,-0.29098407764218737,-0.05447272427275792
-0.4125270959358073,0.3215430094983639,0.024190168702083792,-0.02174840311374005,-0.10474159117216095,-0.020559819484767122,0.11191339785228664,-0.392229237752904,0.2495117832022914,-0.26594135947622305,-0.0897333265801655,-0.34336398566840953,0.15836027332998964,0.27469303469347683,0.4206940920852914,-0.10564964937122903
0.10175684519230668,0.010885068265442471,0.30885151335624506,0.07146015333988666,0.2007994480241429,0.44550123498274696,0.18323957383034709,-0.2915395611363244,-0.340691763859191,-0.3299999655423224,-0.12383137986521886,-0.15374615565788918,0.1278133440353535,0.10353989550293226,-0.36256749942176325,0.3304731825050084
