Column,Coefficient
age_at_MRI,0.0
Sex,0.04945879802107811
DAo_min_area,0.2556081712245941
Height,-0.09693536162376404
Weight_at_MRI,0.13723522424697876
LVEDVi,-0.17417991161346436
age*sex,-0.03270803019404411
age^2,-0.06618178635835648
